Text	Class
@BancoDoBrasil pq meu agendamento não pôde ser cancelado? Está agendado para o dia 26/12, preciso cancelar! O boleto vence dia 24 e não 26 😰	
@Caixa melhore esse app aí plmdds o do @BancodoBrasil é mil vezes melhor	1
@BancodoBrasil entenderam ?, só pague a puta depois da foda	-1
I'm at @BancodoBrasil in João Pessoa, PB https://t.co/yqj0gq7Ryp	0
@BancodoBrasil esse senhor do vídeo foi filmado enquanto estava aguardando atendimento em uma de suas agências? Sempre demora tanto...	-1
@BancodoBrasil cartao com qualquer um chega la no banco com nomes dos outros pra pegar um subsidio	
@BancodoBrasil Olá, eu esqueci a minha senha de acesso ao app, queria saber como faço para recuperar?	
@BancodoBrasil Noticia da madrugada vou pagar multa pq não recebi a fatura do cartão, otimo atendimento hein	-1
@expebarroso @BancodoBrasil @BancoCentralBR @ProconMaranhao foi resolvido, depois de tudo!	1
"Alô @BancodoBrasil @BancoCentralBR @ProconMaranhao , imagina se o Marcos quisesse pedir 💰💰.
É pra movimentar e dar… https://t.co/1qR6yKlyDI"	1
@bancodobrasil como disse no tweet. Ag 1260	0
@BancodoBrasil fiz um cartão universitário mas passei d data de desbloquear, terei que fazer um novo?	
@BancodoBrasil A minha senha para o App está bloqueada. Como proceder para atualizar a senha pelo caixa eletrônico? Nunca consigo fazer. 😊	-1
Depois de quase uma hora consegui sim. Mas a sensação de desrespeito por parte do @BancodoBrasil permaneceu... https://t.co/tGcn5FvTfF	-1
@BancodoBrasil na minha tl so aparece propaganda do bb e da caixa ? os bancos que tem regalias do governo se preocupando com a imagem?	
@BancodoBrasil Olá, tenho uma reclamação	-1
@BancodoBrasil Olá, qual o prazo de entrega do cartão ? fiz a minha hoje	
@BancodoBrasil tomara que agora dê certo! Quero receber minha bolsa!	0
@thallison10crf @BancodoBrasil depois se depara com cobrança de tarifas! Tenta fazer o do Banco Intermedium, massa... Não há tarifa!	
@thallison10crf @BancodoBrasil Melhor mesmo, mano! Pelo menos não há essa propaganda enganosa que leva o Consumidor a abrir a conta e (...)	-1
@officialotavio @BancodoBrasil eu tenho essa conta fácil banco do Brasil,mas vou ficar mesmo só com a minha conta na caixa	0
@thallison10crf Achei estranho ver isto do @BancodoBrasil! Estava baixando o app e já estava em 98%, cancelei mesmo na hora que vi isso.	
@officialotavio é brincadeira @BancodoBrasil	-1
@BancodoBrasil tudo bem, obrigada :)	1
@BancodoBrasil Realmente ainda estou tentando compreendê-los com essa 'pegadinha'!	-1
@officialotavio @BancodoBrasil quanto?	0
@officialotavio @BancodoBrasil nossa paga taxa???	0
@BancodoBrasil massa	1
@BancodoBrasil gostaria de poder gerenciar isso pelo aplicativo do BB. Sem precisar baixar outro aplicativo.	0
@BancodoBrasil GOLPISTA. TEMER vai privatizar o BB. Temer vagabundo	-1
@exame - @BancodoBrasil  - Viva a alegria da surpresa! Viva o Natal são os votos @Buskaweb1 , curta nossa pagina...	0
@BancodoBrasil  - Viva a alegria da surpresa! Viva o Natal são os votos @Buskaweb1 , curta nossa pagina...	0
@BancodoBrasil  OI CASA ALUGUEL 400 POR MES  NÓS QUE VOA BRUXAO https://t.co/TmZmptgMcO	
@BancodoBrasil esse App tem que melhorar muito	-1
@CesarHindenburg @BancodoBrasil como por exemplo dobrar o saldo kkkk	0
@BancodoBrasil. Parabens para a agencia de propaganda que fez esta campanha na tv. Sao nota dez !. Estimulante.	1
@BancodoBrasil aplicativo muito bom, mas ainda precisa de algumas funções para ser excelente.	1
Boa noite amigos do @BancodoBrasil, poderiam-me fornecer informações de como funciona essa 'conta fácil',  por gentileza. Grata!	0
@BancodoBrasil minha senha é com numeros mas ele pedia pra eu digitar uma sequencia de letras https://t.co/FS5o4jhfgp	
hoje eu nao consegui ver meu saldo num cxa do @BancodoBrasil pq nao consegui colocar minha senha, socorr	
@BancodoBrasil como faz pelo app?	0
@JohnNephilim @BancodoBrasil que foto linda 😍	1
@BancodoBrasil @itau qual o procedimento pra cancelar meus cartões e pedir um novo? Os perdi no shopping e n consigo encontra-los.	0
@BancodoBrasil  a mensagem q aparece é q não conectou ao servidor devido a um problema no endereço IP. Mas é no IP do servidor ou no meu?	
Estava tentando classificar qual banco é o pior @santander_br ou @BancodoBrasil, mas a cada dia que passa sigo mais em duvida  🤔	-1
@BancodoBrasil Posso abrir outra conta?	0
@BancodoBrasil Eu já tenho conta salário no Banco do Brasil. Posso fazer outra?	0
Governo @FlavioDino através da PGE e PROCON protocola suspensão liminar no @STJnoticias p/ impedir fechamento das a… https://t.co/a4r8CbTdop	0
@BancodoBrasil eu precisei alterar meus dados pessoais e sempre aparecia um erro. Parece que agora resolveram! Mas qlqr coisa aviso sim!	1
@BancodoBrasil por favor veja a DM	0
@BancodoBrasil boa tarde, enviei uma dm pra vocês	0
@BancodoBrasil vc sabe que essa conversa acabar com 'vá a um caixa eletronico' eu vou ficar ainda mais irritado né?	-1
@BancodoBrasil manda uns 2 mil dólares pra Noix, que Noix abre uma conta fácil uma conta difícil uma nível hard uma impossível é noixxxx B.B	0
@BancodoBrasil Pouxammmm...quando tiver disponível me fala 😊	0
@BancodoBrasil Oi! Já foi resolvido. Obrigado mesmo assim é feliz natal pra vocês!	1
@BancodoBrasil na verdade, substitui e deu certo, obrigado BB ❤️	1
@Bradesco sem   querer ser mega crítico, plataforma do @BancodoBrasil  e @itau para app e pagina web batem de 10 a 0	1
@BancodoBrasil ao tentar alterar o endereço p/ correspondencia aparece o seguinte: Tipo de Comprovante nao permitido p/ Natureza da Ocupacao	0
@BancodoBrasil vamo vê se presta mermo. Baixando o aplicativo.....	0
Governo quer intervir nos juros do cartão de crédito de empresas PRIVADAS... Por que não faz na @Caixa ou @BancodoBrasil pra ter competição?	0
@BancodoBrasil olá, acabei de ver um débito de uma tarifa na minha conta sendo q a mesma é isenta de taxas, poderia verificar?	0
@BancodoBrasil O cartão Ourocard elo da conta fácil, vem com crédito ou só se tiver dinheiro no banco ??	0
@BancodoBrasil, MUITO OBRIGADO!	1
I'm at @BancodoBrasil in Brasília, DF https://t.co/ZJclXplwyG	0
@lrasx @BancodoBrasil tu num tem medo de ser sequestrada não?	0
@BancodoBrasil oi, vc poderia me passar o whatsapp dessa garota? Hahahahahahaha	
Alô @BancodoBrasil, esses caixas defeituosos de vocês me deixaram sem 70 mangos na conta!	-1
@d_henriques eu ja migrei quase tudo do @BancodoBrasil pro  @bancosantander nesses ultimos meses. Nesse ritmo daqui a pouco fecho a conta.	-1
2016 está um ano tão bosta que até mesmo um dos pagamentos de boleto que eu programei no @BancodoBrasil simplesmente não aconteceu.	-1
@ldaugusto @BancodoBrasil Resultado: estou muito feliz usando o @bancosantander, obrigado.	1
@ldaugusto @BancodoBrasil No meu caso era fogo: a ag. mais próxima fica a 1800km. E por fone, 'não tinha como provar que eu era eu mesmo'.	
@ldaugusto @BancodoBrasil Vão te prometer explicação, mas só indo na agência. Aí, o atendente vai resolver, mas o porquê, bom nem ele sabe.	
I'm at @BancodoBrasil in Brasília, DF https://t.co/qOCOti9xCz	0
@d_henriques queria que o @BancodoBrasil me explicasse pq agora eu to mais inseguro do que tava antes de pedir o cadastro da maquina.	0
@Vittalo   ... e-mail será sempre @bb.com.br ou @bancodobrasil.com.br e seus dados bancários e senhas nunca ...	0
@BancodoBrasil conta corrente?  Pq eu liguei e pediram para eu coparecer à minha agência	0
"@daninhacomenta   Olá, boa tarde! Para que eu possa te atender com mais agilidade, por gentileza, siga-nos pelo

@BancodoBrasil..."	
"@ldaugusto @BancodoBrasil Passei pela mesma coisa, em AGO.
Achei q fosse pelo IP estrangeiro, mas parece q não.
O sistema q é ruim, mesmo."	-1
@BancodoBrasil, e pra quem já tem uma conta digital no BB, como fica, visto que ela deixou de ser comercializada?	0
@oobonilha @BancodoBrasil amigo chegou e não vejo meu crédito kkkkk	0
"@BancodoBrasil tenho o aplicativo , mais não consigo acompanhar um deposito.
Pode me ajudar?"	0
@LeoAll4 @BancodoBrasil fica falando isso não se n o BB acredita e cancela o cartão que mal chegou aff	-1
@oobonilha @BancodoBrasil morto	-1
@BancodoBrasil pode deixar	0
"@BancodoBrasil 
Srs. Terminal 0394 72568 Vrs680 também não está permitindo saque.
Shopping São Gonçalo-RJ."	
"@BancodoBrasil 
Srs. terminal 039472400 vrs 680 não está permitindo saque. Shopping São Gonçalo-RJ."	0
@BancodoBrasil já mandei dm pra vocês	0
Muita irresponsabilidade! Preciso do meu cartão para o final do ano e vocês fazem isto comigo: erraram o endereço de entrega @BancodoBrasil	-1
@BancodoBrasil @LeoAll4  que chick !  ei @BancodoBrasil manda um pra mim tbm !!!	0
@BancodoBrasil é possível cancelar o recebimento de extrato impresso?	
"@LeoAll4   Leo, boa tarde! Para que eu possa te atender com mais agilidade, por gentileza, siga-nos pelo

@BancodoBrasil..."	
@BancodoBrasil Boa tarde, receberam a msg que enviei por inbox? Obrigado.	0
@BancodoBrasil fizeram uma enrolação pra entregar meu cartão. No fim terei que ir na agência.	-1
I'm at @BancodoBrasil in Brasília, DF https://t.co/L7Al5CrrkI	0
@BancodoBrasil fiz minha Conta Fácil mas gostaria de aplicar o dinheiro na poupança.  E diz que não é possível.  Como eu faço?	
@BancodoBrasil Boa tarde, receberam a msg que enviei por inbox? Obrigado	
Melhor coisa que o @BancodoBrasil criou foi esse lance de pegar senha pra atendimento/caixa pelo celular. Em menos de 10 min. fui atendido.	1
Mais 30 minutos de espera... Parabéns, @BancodoBrasil! 👏👏👏👏 https://t.co/oZpz47UnTC	-1
@BancodoBrasil responde minha DM	
@marceloprado Firefox/Chrome se atualizam toda semana. E qnd isso acontece o @BancodoBrasil acha q vc tá noutro computador, tem q refazer td	0
@BancodoBrasil remover aba de relacionamento nos aplicativos móveis foi furada... Coloquem de volta é mt ruim ficar anotando agência e conta	
@BancodoBrasil melhor invencao da terra	1
@BancodoBrasil ajuda aí meu irmãozinho	0
A história do menino que só queria pagar o seu IPVA mas o @BancodoBrasil não deixava	
@marceloprado se fosse mais simples fazer isso, eu ja estaria no 4o processo contra o @BancodoBrasil	-1
@ldaugusto @BancodoBrasil vc e o BB realmente não se dão bem rs	-1
"Eu SEI a senha e TENHO o celular pra receber a SMS de confirmação

PORQUE O @BancodoBrasil BLOQUEIA 'POR SEGURANÇA'? 

É muita incompetência"	-1
"O @BancodoBrasil SEMPRE me desgraçando da cabeça, puta merda!

Cadastro computador, ele manda sms confirmando, confirmo e BLOQUEIAM A SENHA?"	0
I'm at @BancodoBrasil in São Paulo, SP https://t.co/KqFUkLkJZ7	0
@BancodoBrasil Muuuuuuito obrigada!! 😆	1
@BancodoBrasil @dukemagus Tenho o comprovante dele aqui se precisar! Tem como ajudar?	0
Ei, @BancodoBrasil Me dá uma ajuda aí. Meu amigo @dukemagus fez uma TED pra minha conta ontem e até agora nada!	0
@BancodoBrasil atendimento 'digital' que só responde depois que liga pra agência https://t.co/QaAQSLw2WE	
@BancodoBrasil tô com um problema, pode resolver?	0
Sexta-feira e pagamento não combinam.. (at @BancodoBrasil (Ag. Aquiry) in Rio Branco, AC) https://t.co/T8vn9ooD8q	0
@BancodoBrasil eles já têm essa info, é só olhar as reclamações no suposto app da Brasilprev no Google Play, por exemplo. Mas obrigado!	1
Mais uma vez o @BancodoBrasil agência 1197-5 me fazendo de besta!	-1
Ninguém merece que ódio pqp o povo de demorar é pra enrolar @BancodoBrasil	
@BancodoBrasil fala comigo por DM	
@BancodoBrasil o melhor banco do BRASIL	1
@BancodoBrasil até hoje acha que mil conto é uma fortuna e fica impedindo TED. Ridículo ter que ligar pra pedir pra poder usar o próprio $	-1
@BancodoBrasil Mandei uma DM Agurado Retorno ☺️	
@BancodoBrasil, diminuir os limites para pagamentos dos clientes, sem qualquer aviso prévio, é sacanagem! Parabéns pelo péssimo serviço!	-1
Depois os presidentes do @Bradesco @santander_br @BancodoBrasil etc reclamam q só cobrei 750% de juros e o Cliente… https://t.co/N1Z28jOWd4	
@BancodoBrasil Cadê os calendários de 2017? Necessitando urgenteeee, please!!!😓	0
@BancodoBrasil ó só, essa informação não me deram por telefone!!! Muito muito obrigado =)	1
@BancodoBrasil é possível alterar o endereço de entrega da fatura impressa pelo site?	0
@BancodoBrasil Expliquei tudinho por DM =)	
@BancodoBrasil Qto pagarei mensalmente?	0
@BancodoBrasil  A abertura de conta pelo aplicativo pode ser poupança sem cobrança de taxa mensal?	0
hoje é hoje e o @BancodoBrasil não tá ajudando	-1
Gerente Christopher do @BancodoBrasil, digitaliza a minha assinatura, please! Preciso debloquear minha senha do Internet Banking	0
@BancodoBrasil  aqui é um Bancoque realmente sabe destratar as pessoas ✌️	-1
Parece que não tenho sorte em relação ao banco pqp agora é a merda desses funcionários que não sabem tratar um cidadão @BancodoBrasil	-1
I'm at @BancodoBrasil in Guaíba, RS https://t.co/QJLnFPBpHG	0
@nogueirababi @BancodoBrasil @Gabriela__Pedro mas gnt? ela deve ter gravado isso no rio, depois da formatura das 15hrs	0
@BancodoBrasil Bom mesmo seria se desse pra abrir 'conta poupança' pelo app.	
@BancodoBrasil nada demais apenas uma observação sobre os falsos emails de pedidos de dados. Vocês já possuem os dados porque mandar email.	
"Eu acabei de destronar @lenizinhafallow como prefeito de @bancodobrasil no @Swarmapp!
https://t.co/DuAZoSDaZZ https://t.co/1WqySNYhm4"	
@BancodoBrasil não, a mãe bloqueou de marvada	0
@BancodoBrasil já mandeeeiiii	0
Alô @BancodoBrasil faz mais de 1 mês que abri minha conta no banco e até agora não chegou meu cartão em mnh residência.	0
Foi tão rápido o cancelamento do meu cartão de crédito que tô até desconfiado, @BancodoBrasil https://t.co/WjVk4PINJm	0
Quero saber por que o @BancodoBrasil tá me cobrando anuidade de cartão se o mesmo está na agência, bloqueado, ainda nem fui buscar.	0
Ei, @BancodoBrasil , as agências estão abertas hj?	0
@BancodoBrasil o que é esse dígito verificador?	0
I'm at @BancodoBrasil in Brasília, DF https://t.co/GBRyZTJHQS	0
"Resultado primário setor público

2010-12 média de 2,7%
2013 1,9%
2014 1,4%
2015 -1,9%

Fonte: @BancodoBrasil e @valor_economico (para 2015)"	0
@BancodoBrasil Bom dia, mandei uma msg por inbox. Tenho uma duvida, Obrigado	0
@BancodoBrasil sigo sem poder trocar minha senha	-1
@BancodoBrasil Muito obrigada irei seguir os passo a passo desse processo.	1
@BancodoBrasil, essa conta que pode ser aberta pelo smartphone é aquela conta digital, que não paga taxa de manutenção?	0
@pimentelminas @seplag_mg @PTmentindoNaTV agora avisaram que quem tem portabilidade é hoje! @BancodoBrasil o banco do petista Pizzolato!	-1
@BancodoBrasil é outro país, que pra usar o cartão nele tenho que ir na agência liberar mesmo se o uso internacional já estiver liberado	0
@BancodoBrasil pra o @santander_br Paraguai é outro país se líbero uso internacional lá funciona diferente vocês que não sabe que o paraguai	0
@BancodoBrasil agora já foi não quis ficar em pé no caixa desde ontem esperando vocês. Usei o @santander_br que não tem essas frescuras	-1
@nelsannn @LaylaOliveira_ @BancodoBrasil eu tb snsnban, ta errado isso ai pessoal, vm repensar essa arvore	
Alô @BancodoBrasil , bora ver o q tá acontecendo com o aplicativo de vcs pra Android, não está conectando nem por decreto.	-1
@BancodoBrasil Maravilha porque para abrir a minha precisei ir umas quatro vezes 😡😡😡	-1
@BancodoBrasil que saga é vir numa agência... Cheguei, sem filas e sentado na cadeira há 10min NINGUÉM nem sinalizou disposição em atender.	-1
"@BancodoBrasil
Pare de gastar nosso dinheiro com propagandas inúteis @micheltemer
#PrivatizaSasEmpresasTodas"	-1
@BancodoBrasil estou até hj esperando o gerente da minha conta ligar. Será que sabe da minha existência? já deixei 2 recados e nada.	-1
@BancodoBrasil Meu cartão de débito quebrou, ajuda nois!	0
@BancodoBrasil, por favor digitaliza o meu cartão de assinatura? Pois assim posso mudar minha senha em qualquer agência	0
I'm at @BancodoBrasil in São Paulo, SP https://t.co/L0uNqa1yCz	0
@Caixa e @BancodoBrasil , não tem funcionário interessado, horrível o atendimento. Piores banco para sociedade dá c… https://t.co/HtXmj0ldTa	-1
@BancodoBrasil ok, já respondi e estou aguardando retorno	1
@LaylaOliveira_ @SailorBurger @BancodoBrasil eu tinha visto uma luz de longe ontem, achei que era uma balada mt loka rolando ekjnfkjjke	
@BancodoBrasil @yakoguerra plmdds!!	
Esse @BancodoBrasil é um banco arrombado demais, pqp	-1
@BancodoBrasil pqe só aprece um R$0,00 e isso é bem triste 😭	
@BancodoBrasil ok também já respondi a DM de voc~es e aguardo retorno!	
@BancodoBrasil Obrigado desde já 🙏🏻	
@SailorBurger @nelsannn @BancodoBrasil ahhh isso é uma árvore de natal então, que coisa não sabia https://t.co/SxxOfVrW35	0
@BancodoBrasil bom dia.Deu certo,fui em uma agência dos correios e fiz o deposito na minha conta no Banco do Brasil. obrigado pela atenção	1
@BancodoBrasil obrigado!	1
@BancodoBrasil Obrigado	1
@BancodoBrasil  me pergunto por que o banco ia enviar email pedindo informações que já possuí	0
@BancodoBrasil desculpe, mas nenhuma outra agência do BB aceita o pagamento de taxas do Poupatempo. Várias pessoas perderam suas viagens.	-1
@BancodoBrasil isso foi a 1 ano atrás....tentei todos os caminhos e não consegui ajuda...já fechei a minha conta ... obrigado	-1
@BancodoBrasil vocês podem responder minha dm?	
@BancodoBrasil A maior notícia do Natal: Jesus Cristo nasceu!	1
@nelsannn @BancodoBrasil de perto parece nada	-1
@BancodoBrasil Bom dia, banco mais lindo do mundo!! Me ajuda a recuperar minha senha de letrinhas? Eu esqueci kkkk :(	1
Bom dia, bom dia, bom dia! Sextaaaaa hahahaha (@ BB CENOP Operações - @bancodobrasil in Curitiba, PR) https://t.co/AqwetvIo5y	0
I'm at @BancodoBrasil in Brasília, DF https://t.co/HZlhoYGY6F	0
bom dia :) podem responder minha dm por favor? estou tendi problemas para pagar uma fatura pelo app @BancodoBrasil	
@BancodoBrasil Ok.Obrigada pela orientação.	1
@BancodoBrasil que árvore bunita!!!!!! #sqn E o edifício-sede antigo que foi vendido era bem mais charmoso. Bastava uma revitalização	0
cartão de credito bloqueado, acabou minha vida d festa!! :( @BancodoBrasil	0
@BancodoBrasil preciso de uma luz.	0
@BancodoBrasil e que confiança o 4004-0001 me passa, obrigado de nada.	-1
@BancodoBrasil @mnicolaut @Gabriela__Pedro e essa menina que é a cara da stella? Tô confuser	
@BancodoBrasil uhuuul,viva a árvore	1
@BancodoBrasil vai toma no cú, para com essa propaganda	-1
@giss_oliveira alô @BancodoBrasil olha só oq aconteceu com essa cliente: optaram pelas metas ao invés da transparência.	-1
@BancodoBrasil obrigado, fiz a operação indicada no caixa eletrônico. Demora muito pra avaliar a situação?	0
@BancodoBrasil obrigadooo !!!😄😄😙😚	1
@BancodoBrasil O MAIS SEGURO	1
@formalogomarcos @itau vem pro @BancodoBrasil	1
@BancodoBrasil me ajuda	0
@BancodoBrasil Tudo que os 171 precisavam.	0
Sensacional pedir 70 reais, o caixa só dar 60 e descontar os 70 da minha conta. Ta de parabéns @BancodoBrasil !	-1
"Agradeço... #FelizNatal da professora #Sociologia @MarciadeApareci....
#DecimoTerceiro Sr @MichelTemer.
Vou no… https://t.co/TIH8SDFrGt"	
Eu só quero sacar meu mísero pagamento @BancodoBrasil https://t.co/BwpDIMqvq1	0
Para ajudar o @BancodoBrasil bloqueou minha conta	-1
@BancodoBrasil uma vez precisei abrir uma conta neste banco....1 mês é nada dá conta aberta....BB nunca mais....	-1
@BancodoBrasil ufa, pensei que o SMS de um número da Rússia que pedia atualização do meu eToken era real 😂😂😂	
@ChrGurtner @santander_br @BancodoBrasil @Bradesco todos serão uma imensa dor na sua vida. Então acho que a minha sugestão é: tanto faz.	
@BancodoBrasil DM enviada.	
@BancodoBrasil ja baixei e mandei meus dados e nada aconteceu 😠😠😠	
@BancodoBrasil pra que?	
@BancodoBrasil Boa noite meu cartão Saraiva chegou mais não veio informando o limite disponível eu queria saber antes de desbloqueá-lo?	0
@BancodoBrasil esse comercial me fez chorar	1
@leandro__paixao @BancodoBrasil eu hem kkkkkkkk	
@BancodoBrasil Muito obrigado 😊	1
@BancodoBrasil no débito, pegando desse limite aí, vai? Logicamente depósito depois pra não ficar com mt tempo de cheque especial.	0
@BancodoBrasil pergunta de emergência. Tenho conta universitária, e tenho um limite de 100 reais fora o saldo. To zerada, mas se eu passar +	0
@BancodoBrasil minina, fala comigo.	
estou tentando pagar a minha fatura pelo aplicativo mas sempre dá erro na hora de finalizar, me ajudem por favor @BancodoBrasil	-1
"@DeboraAlvs   Debora, boa noite! Para que eu possa te atender com mais agilidade, por gentileza, siga-nos pelo

@BancodoBrasil..."	
"@ferreelmo   Olá, boa noite! Para que eu possa te atender com mais agilidade, por gentileza, siga-nos pelo

@BancodoBrasil..."	
@BancodoBrasil qual o horario de funcionamento amanhã?	0
@BancodoBrasil e um app para acessar o saldo da Brasilprev p/ não correntistas? (Sim, eu sei q dá pra acessar pelo site...)	0
@falecomxavier @BancodoBrasil a opção saque aparece 'apagada' não dá apara aperta-la, no extrato aparece normal o dinheiro...	0
@BancodoBrasil ok. Eu enviei esses dados pelo facebook. A página de vcs. Assim quando enviei essa mensagem	0
"@Soares3Marcio   Marcio, boa noite! Para que eu possa te atender com mais agilidade, por gentileza, siga-nos pelo

@BancodoBrasil..."	
Agradeço imensamente ao @BancodoBrasil Por apenas ignorar minha dúvida. Valeu, Feliz Natal e Paz!	-1
@BancodoBrasil Eu **já** tenho uma conta eletrônica. O que eu quero saber é se vai mudar alguma coisa para mim.	
@BancodoBrasil o problema é que ganho pouco trabalhando com meu pai, mas Tamo ai na atividade, feliz Natal!	0
Oi bb as agências vão funcionar amanhã ? @BancodoBrasil	0
@BancodoBrasil ok, já respondi lá	1
@BancodoBrasil abri a minha e amei a facilidade e o atendimento da minha agencia.	1
A árvore de luz do @BancodoBrasil parece eu inventando de fazer a dieta da luz quando tô sem grana pra comprar comi… https://t.co/KGsRQ28t8p	1
@BancodoBrasil conversa pra vou dormir	0
Os @santander_br e @BancodoBrasil foram os únicos que interagiram com meu tweet. Ponto para ambos. Ponto extra para o BB pela resp. persona.	0
@BancodoBrasil enviei DM para vocês pois ainda não recebi meu cartão e existem informações divergentes quanto ao mesmo. Aguardo resposta.🤔🤔🤔	0
@BancodoBrasil eu desisti passei 1:20 e não consegui ser atendido	-1
@BancodoBrasil obrigado pela dica!! :)	1
@BancodoBrasil quem está pagando essa publicidade????	0
@BancodoBrasil só consigo conferir saldo/extrato, quando na verdade preciso transferir, todo mês! dá pra fazer isso por telefone?	0
@BancodoBrasil olá,  vcs nn tem mais o atendimento telefónico para ver lancamentos na c/c ? Acho que era antiga opção 9....	0
@BancodoBrasil Tive uma conta agendada não paga. Como faço para abrir uma reclamação quanto ao internet banking ?	0
@BancodoBrasil como faço para abrir uma reclamação quanto ao internet banking ?	0
@BancodoBrasil É o Nando Reis que está cantando?	
"@JRTHIAGOX   Olá, boa noite! Para que eu possa te atender com mais agilidade, por gentileza, siga-nos pelo

@BancodoBrasil..."	
"@BancodoBrasil será confiável?
Alguém já abriu sua conta pelo App?"	0
@BancodoBrasil Feliz Natal.	1
@BancodoBrasil Obrigado	1
@BancodoBrasil Obrigado. Fico Aguardando o novo cartão.	1
@yakoguerra @BancodoBrasil oxente q porra foi essa????	
@BancodoBrasil Recebi uma cobrança indevida de 54 reais por 'adiantamento depositante', qual o telefone que ligo pra reclamar e reaver?	0
Quando o @BancodoBrasil pega todo o seu dinheiro sem sua permissão, coloca num fundo de investimento e entra no cheque especial, faz oq?	0
@BancodoBrasil Pizzolato que o diga o quanto estavam de olho nos últimos 13 anos!!!	-1
@BancodoBrasil graças a Deus eu não sou cliente de vcs... A proposta de financiamento imobiliário foi feita junto q Contrutora TENDA	-1
@BancodoBrasil meu talão de cheques foi suspenso sem mais nem menos. Aparece 'emissão suspensa'. Poderiam verificar pra mim?	-1
@BancodoBrasil Henrique Meireles, Léo Pinheiro da OAS, Ademir Bendine, cumplices de estelionato aos fundos de pensão https://t.co/2jaKrU7DZy	-1
@BancodoBrasil Recuse ajuda de estranhos no caixa eletrônico e cuide da sua segurança. https://t.co/WXQmxvoJtv …	-1
"@BancodoBrasil @BancodoBrasil-OAS-INVEPAR DÃO GOLPES EM FUNDOS DE PENSÃO... https://t.co/S15mhof4cB
https://t.co/KOAmioJQdQ"	
@BancodoBrasil fiz uma recarga de celular no app do banco, debitou na minha conta, mas até agora o crédito não caiu	-1
@BancodoBrasil me ajudem	0
Liguei no atendimento do @BancodoBrasil  e me informaram que para o Paraguai tem que ser na agência, não é exterior? O Paraguai é Marte?	-1
@leandro__paixao @BancodoBrasil no caixa eletrônico pode?	0
O @BancodoBrasil mudou a geografia do mundo. Habilitei o cartão para uso no exterior pelo app e não funcionou	-1
@falecomxavier @BancodoBrasil 12 a 15 dias... Mais não poder sacar na boca do caixa foi muito constrangedor	-1
@leandro__paixao @BancodoBrasil chegou o cartão pelo correio depois de quanto tempo?please	0
@BancodoBrasil as tarifas e juros do BB são baixíssimas, um exemplo. Pode atrasar o pagamento da fatura do cartão q os juros são minúsculos.	-1
@BancodoBrasil e como.funciona o cartão?	0
@BancodoBrasil depois de muita luta consegui usar o internet Bank e fiz um DOC/TED resumindo: de FÁCIL NAO TEM NADA. desaprovado não indico	-1
@BancodoBrasil chegou o cartão, porém a opção saque está bloqueada, o atendente disse que não sabia muito sobre essas contas novaa	0
@BancodoBrasil só enrolação, abri a conta, depósito quando fui sacar não podia no caixa sem cartão, o atendente não sabia como cadastrar ass	-1
@BancodoBrasil Ajude-nos a acessar o Banco ou nos dê informações.	0
@BancodoBrasil  sim foi resolvido, obrigado. 🤝 fica o Feedback.	1
@BancodoBrasil qual o problema com o site do banco? Não consigo acessar pelo meu notebook. AJUDE-ME	-1
Maldita hora que saí do Banco Rendimento e voltei pro @BancodoBrasil	-1
Hey @BancodoBrasil :) Tem como mudar minha conta comum pra uma conta digital legalzona?	0
@BancodoBrasil eu preciso de uma conta salário, consigo fazer isso online?	0
@BancodoBrasil ligaram pra confirmar dados e o atendimento continuaria por aqui e até agora nadaaa	0
@BancodoBrasil Boa tarde equipe BB!Eu gostaria de saber se a conta Fácil tem limite de depósito mensal.Desde já, agradeço.😉	0
@BancodoBrasil sim. Vou mandar DM.	
Pagar as pulseiras (at @BancodoBrasil in Itaguaí, RJ w/ @marihrubim) https://t.co/6SLmx41mA1	0
@BancodoBrasil quanto a mim, sem problemas. O desrespeito ocorreu com a norma culta da língua portuguesa.	-1
Meu cartão de débito não passou na hora de pagar a academia só pra me humilhar pq eu tinha dinheiro @BancodoBrasil	-1
@santander_br das agencias do @BancodoBrasil será que vcs podem não ser golpistas?	-1
@BancodoBrasil não consigo acessar minha conta na internet pede para atualizar o modo de segurança e reiniciar o pc já fiz isso mas continua	-1
Se eu não tivesse perdido tanto tempo esperando teria tempo de resolver tudo @BancodoBrasil	-1
Falta de respeito na agência 1117-7 ! não tem R$ ! Vergonha ! @BancodoBrasil @jornaltocantins @proconspoficial @BancoCentralBR @GloboNews	-1
E agora estou sem dinheiro pra voltar pra casa e correndo pra tentar pegar minha agencia aberta antes das 16:00 @BancodoBrasil parabéns	-1
Pra saber queúnico que poderia desbloquear minha senha era o gerente que não estava. E ainda mandaram eu ir na minha agencia @BancodoBrasil	-1
Mal acabei de virar cliente do @BancodoBrasil e já estou odiando . Além do descaso dos funcionários e de ter ficado exatos 50 minutos esper	-1
@ChrGurtner @santander_br @BancodoBrasil @Bradesco faltou @itau	0
I'm at @BancodoBrasil in Brasília, DF https://t.co/rEsjZr6a4w	0
Queria saber como que eu faço pra solicitar aumento do meu limite do @BancodoBrasil 🌚	0
Se tem uma agência lixo em atendimento é essa da QSA 2 do @BancodoBrasil! Vários atendentes ociosos e não chamam o próximo! #BancoDoBrasil 😠	-1
