Text;Class
@BancodoBrasil VÉSPERA COM BELIEBERS #NOW2016 #NOWJustinBieber;1
@BancodoBrasil isso é uma grande mentira rssss;0
@marisascruz @regisgallo @BancodoBrasil Caramba, jogam baixo msm hein;0
Essa mancha vai p história do @BancodoBrasil , @MichelTemer privatiza essa joça. @FussballSehr @jefer234 @ce_wert… https://t.co/cGPwevWmVw;0
@marisascruz @regisgallo @BancodoBrasil Desculpe a intromissão. Vc não processou?;0
Quem não fez as compras de Natal, pode vir no Banco do Brasil que o shopping tá montado. Ag 4323-0 #bancodobrasil… https://t.co/NJFKyhgJbs;0
@BancodoBrasil na hora de cadastrar a ultima senha de 8 dígito o aplicativo parou agora nao consigo acessar a conta .;0
Essa galera do @BancodoBrasil é demais!!!! 😘 https://t.co/FXYh9jj4UD;1
@BancodoBrasil São 02 cx eletrônicos um ao lado do outro. Os 2 sem $$$$$ em plena véspera de natal;0
@BancodoBrasil me empresta 20 mil aí?;1
@BancodoBrasil não chega o SMS.;0
@BancodoBrasil Com o golpe e a alienação do País ao 1% e aos gringos, juros dispararam. 500% de juros a/a no cartão a solução foi quebra-lo.;0
@expebarroso @BancodoBrasil @BancoCentralBR @MarcosPonts por favor, nos envie todos os detalhes através do nosso app. Conte conosco!;1
@BancodoBrasil Não recebi a fatura do cartão e agora tenho q pagar multa, difícil pagar o valor sem receber a fatura né;0
A gerente do @BancodoBrasil que há meses me ignora solenemente me mandou um e-mail com a mensagem 'Continue contand… https://t.co/ajaJyu3FLm;0
@BancodoBrasil vcs não faliram?;0
@BancodoBrasil nem ir à agência, nem de documento...vou abrir umas contas fakes então;0
@BancodoBrasil ótimo aplicativo !!! Já baixei e to usando !!!! Continuem com essas ideias;1
@BancodoBrasil esperei quase duas horas no último atendimento 😒;0
@Caixa melhore esse app aí plmdds o do @BancodoBrasil é mil vezes melhor;1
@BancodoBrasil entenderam ?, só pague a puta depois da foda;0
I'm at @BancodoBrasil in João Pessoa, PB https://t.co/yqj0gq7Ryp;1
@BancodoBrasil esse senhor do vídeo foi filmado enquanto estava aguardando atendimento em uma de suas agências? Sempre demora tanto...;0
@BancodoBrasil Noticia da madrugada vou pagar multa pq não recebi a fatura do cartão, otimo atendimento hein;0
@expebarroso @BancodoBrasil @BancoCentralBR @ProconMaranhao foi resolvido, depois de tudo!;1
Alô @BancodoBrasil @BancoCentralBR @ProconMaranhao , imagina se o Marcos quisesse pedir 💰💰. É pra movimentar e dar… https://t.co/1qR6yKlyDI;1
@bancodobrasil como disse no tweet. Ag 1260;1
@BancodoBrasil A minha senha para o App está bloqueada. Como proceder para atualizar a senha pelo caixa eletrônico? Nunca consigo fazer. 😊;0
Depois de quase uma hora consegui sim. Mas a sensação de desrespeito por parte do @BancodoBrasil permaneceu... https://t.co/tGcn5FvTfF;0
@BancodoBrasil Olá, tenho uma reclamação;0
@BancodoBrasil tomara que agora dê certo! Quero receber minha bolsa!;1
@thallison10crf @BancodoBrasil Melhor mesmo, mano! Pelo menos não há essa propaganda enganosa que leva o Consumidor a abrir a conta e (...);0
@officialotavio @BancodoBrasil eu tenho essa conta fácil banco do Brasil,mas vou ficar mesmo só com a minha conta na caixa;1
@officialotavio é brincadeira @BancodoBrasil;0
@BancodoBrasil tudo bem, obrigada :);1
@BancodoBrasil Realmente ainda estou tentando compreendê-los com essa 'pegadinha'!;0
@officialotavio @BancodoBrasil quanto?;1
@officialotavio @BancodoBrasil nossa paga taxa???;1
@BancodoBrasil massa;1
@BancodoBrasil gostaria de poder gerenciar isso pelo aplicativo do BB. Sem precisar baixar outro aplicativo.;1
@BancodoBrasil GOLPISTA. TEMER vai privatizar o BB. Temer vagabundo;0
@exame - @BancodoBrasil  - Viva a alegria da surpresa! Viva o Natal são os votos @Buskaweb1 , curta nossa pagina...;1
@BancodoBrasil  - Viva a alegria da surpresa! Viva o Natal são os votos @Buskaweb1 , curta nossa pagina...;1
@BancodoBrasil esse App tem que melhorar muito;0
@CesarHindenburg @BancodoBrasil como por exemplo dobrar o saldo kkkk;1
@BancodoBrasil. Parabens para a agencia de propaganda que fez esta campanha na tv. Sao nota dez !. Estimulante.;1
@BancodoBrasil aplicativo muito bom, mas ainda precisa de algumas funções para ser excelente.;1
Boa noite amigos do @BancodoBrasil, poderiam-me fornecer informações de como funciona essa 'conta fácil',  por gentileza. Grata!;1
@BancodoBrasil como faz pelo app?;1
@JohnNephilim @BancodoBrasil que foto linda 😍;1
@BancodoBrasil @itau qual o procedimento pra cancelar meus cartões e pedir um novo? Os perdi no shopping e n consigo encontra-los.;1
Estava tentando classificar qual banco é o pior @santander_br ou @BancodoBrasil, mas a cada dia que passa sigo mais em duvida  🤔;0
@BancodoBrasil Posso abrir outra conta?;1
@BancodoBrasil Eu já tenho conta salário no Banco do Brasil. Posso fazer outra?;1
Governo @FlavioDino através da PGE e PROCON protocola suspensão liminar no @STJnoticias p/ impedir fechamento das a… https://t.co/a4r8CbTdop;1
@BancodoBrasil eu precisei alterar meus dados pessoais e sempre aparecia um erro. Parece que agora resolveram! Mas qlqr coisa aviso sim!;1
@BancodoBrasil por favor veja a DM;1
@BancodoBrasil boa tarde, enviei uma dm pra vocês;1
@BancodoBrasil vc sabe que essa conversa acabar com 'vá a um caixa eletronico' eu vou ficar ainda mais irritado né?;0
@BancodoBrasil manda uns 2 mil dólares pra Noix, que Noix abre uma conta fácil uma conta difícil uma nível hard uma impossível é noixxxx B.B;1
@BancodoBrasil Pouxammmm...quando tiver disponível me fala 😊;1
@BancodoBrasil Oi! Já foi resolvido. Obrigado mesmo assim é feliz natal pra vocês!;1
@BancodoBrasil na verdade, substitui e deu certo, obrigado BB ❤️;1
@Bradesco sem   querer ser mega crítico, plataforma do @BancodoBrasil  e @itau para app e pagina web batem de 10 a 0;1
@BancodoBrasil ao tentar alterar o endereço p/ correspondencia aparece o seguinte: Tipo de Comprovante nao permitido p/ Natureza da Ocupacao;1
@BancodoBrasil vamo vê se presta mermo. Baixando o aplicativo.....;1
Governo quer intervir nos juros do cartão de crédito de empresas PRIVADAS... Por que não faz na @Caixa ou @BancodoBrasil pra ter competição?;1
@BancodoBrasil olá, acabei de ver um débito de uma tarifa na minha conta sendo q a mesma é isenta de taxas, poderia verificar?;1
@BancodoBrasil O cartão Ourocard elo da conta fácil, vem com crédito ou só se tiver dinheiro no banco ??;1
@BancodoBrasil, MUITO OBRIGADO!;1
I'm at @BancodoBrasil in Brasília, DF https://t.co/ZJclXplwyG;1
@lrasx @BancodoBrasil tu num tem medo de ser sequestrada não?;1
Alô @BancodoBrasil, esses caixas defeituosos de vocês me deixaram sem 70 mangos na conta!;0
@d_henriques eu ja migrei quase tudo do @BancodoBrasil pro  @bancosantander nesses ultimos meses. Nesse ritmo daqui a pouco fecho a conta.;0
2016 está um ano tão bosta que até mesmo um dos pagamentos de boleto que eu programei no @BancodoBrasil simplesmente não aconteceu.;0
@ldaugusto @BancodoBrasil Resultado: estou muito feliz usando o @bancosantander, obrigado.;1
I'm at @BancodoBrasil in Brasília, DF https://t.co/qOCOti9xCz;1
@d_henriques queria que o @BancodoBrasil me explicasse pq agora eu to mais inseguro do que tava antes de pedir o cadastro da maquina.;1
@Vittalo   ... e-mail será sempre @bb.com.br ou @bancodobrasil.com.br e seus dados bancários e senhas nunca ...;1
@BancodoBrasil conta corrente?  Pq eu liguei e pediram para eu coparecer à minha agência;1
@ldaugusto @BancodoBrasil Passei pela mesma coisa, em AGO. Achei q fosse pelo IP estrangeiro, mas parece q não. O sistema q é ruim, mesmo.;0
@BancodoBrasil, e pra quem já tem uma conta digital no BB, como fica, visto que ela deixou de ser comercializada?;1
@oobonilha @BancodoBrasil amigo chegou e não vejo meu crédito kkkkk;1
@BancodoBrasil tenho o aplicativo , mais não consigo acompanhar um deposito. Pode me ajudar?;1
@LeoAll4 @BancodoBrasil fica falando isso não se n o BB acredita e cancela o cartão que mal chegou aff;0
@oobonilha @BancodoBrasil morto;0
@BancodoBrasil pode deixar;1
@BancodoBrasil Srs. terminal 039472400 vrs 680 não está permitindo saque. Shopping São Gonçalo-RJ.;1
@BancodoBrasil já mandei dm pra vocês;1
Muita irresponsabilidade! Preciso do meu cartão para o final do ano e vocês fazem isto comigo: erraram o endereço de entrega @BancodoBrasil;0
@BancodoBrasil @LeoAll4  que chick !  ei @BancodoBrasil manda um pra mim tbm !!!;1
@BancodoBrasil Boa tarde, receberam a msg que enviei por inbox? Obrigado.;1
@BancodoBrasil fizeram uma enrolação pra entregar meu cartão. No fim terei que ir na agência.;0
I'm at @BancodoBrasil in Brasília, DF https://t.co/L7Al5CrrkI;1
Melhor coisa que o @BancodoBrasil criou foi esse lance de pegar senha pra atendimento/caixa pelo celular. Em menos de 10 min. fui atendido.;1
Mais 30 minutos de espera... Parabéns, @BancodoBrasil! 👏👏👏👏 https://t.co/oZpz47UnTC;0
@marceloprado Firefox/Chrome se atualizam toda semana. E qnd isso acontece o @BancodoBrasil acha q vc tá noutro computador, tem q refazer td;1
@BancodoBrasil melhor invencao da terra;1
@BancodoBrasil ajuda aí meu irmãozinho;1
@marceloprado se fosse mais simples fazer isso, eu ja estaria no 4o processo contra o @BancodoBrasil;0
@ldaugusto @BancodoBrasil vc e o BB realmente não se dão bem rs;0
Eu SEI a senha e TENHO o celular pra receber a SMS de confirmação PORQUE O @BancodoBrasil BLOQUEIA 'POR SEGURANÇA'?  É muita incompetência;0
O @BancodoBrasil SEMPRE me desgraçando da cabeça, puta merda! Cadastro computador, ele manda sms confirmando, confirmo e BLOQUEIAM A SENHA?;0
I'm at @BancodoBrasil in São Paulo, SP https://t.co/KqFUkLkJZ7;1
@BancodoBrasil Muuuuuuito obrigada!! 😆;1
@BancodoBrasil @dukemagus Tenho o comprovante dele aqui se precisar! Tem como ajudar?;1
Ei, @BancodoBrasil Me dá uma ajuda aí. Meu amigo @dukemagus fez uma TED pra minha conta ontem e até agora nada!;1
@BancodoBrasil tô com um problema, pode resolver?;1
Sexta-feira e pagamento não combinam.. (at @BancodoBrasil (Ag. Aquiry) in Rio Branco, AC) https://t.co/T8vn9ooD8q;1
@BancodoBrasil eles já têm essa info, é só olhar as reclamações no suposto app da Brasilprev no Google Play, por exemplo. Mas obrigado!;1
Mais uma vez o @BancodoBrasil agência 1197-5 me fazendo de besta!;0
@BancodoBrasil o melhor banco do BRASIL;1
@BancodoBrasil até hoje acha que mil conto é uma fortuna e fica impedindo TED. Ridículo ter que ligar pra pedir pra poder usar o próprio $;0
@BancodoBrasil, diminuir os limites para pagamentos dos clientes, sem qualquer aviso prévio, é sacanagem! Parabéns pelo péssimo serviço!;0
@BancodoBrasil Cadê os calendários de 2017? Necessitando urgenteeee, please!!!😓;1
@BancodoBrasil ó só, essa informação não me deram por telefone!!! Muito muito obrigado =);1
@BancodoBrasil é possível alterar o endereço de entrega da fatura impressa pelo site?;1
@BancodoBrasil Qto pagarei mensalmente?;1
@BancodoBrasil  A abertura de conta pelo aplicativo pode ser poupança sem cobrança de taxa mensal?;1
hoje é hoje e o @BancodoBrasil não tá ajudando;0
Gerente Christopher do @BancodoBrasil, digitaliza a minha assinatura, please! Preciso debloquear minha senha do Internet Banking;1
@BancodoBrasil  aqui é um Bancoque realmente sabe destratar as pessoas ✌️;0
Parece que não tenho sorte em relação ao banco pqp agora é a merda desses funcionários que não sabem tratar um cidadão @BancodoBrasil;0
I'm at @BancodoBrasil in Guaíba, RS https://t.co/QJLnFPBpHG;1
@nogueirababi @BancodoBrasil @Gabriela__Pedro mas gnt? ela deve ter gravado isso no rio, depois da formatura das 15hrs;1
@BancodoBrasil não, a mãe bloqueou de marvada;1
@BancodoBrasil já mandeeeiiii;1
Alô @BancodoBrasil faz mais de 1 mês que abri minha conta no banco e até agora não chegou meu cartão em mnh residência.;0
Foi tão rápido o cancelamento do meu cartão de crédito que tô até desconfiado, @BancodoBrasil https://t.co/WjVk4PINJm;1
Quero saber por que o @BancodoBrasil tá me cobrando anuidade de cartão se o mesmo está na agência, bloqueado, ainda nem fui buscar.;0
Ei, @BancodoBrasil , as agências estão abertas hj?;1
@BancodoBrasil o que é esse dígito verificador?;1
I'm at @BancodoBrasil in Brasília, DF https://t.co/GBRyZTJHQS;1
Resultado primário setor público 2010-12 média de 2,7% 2013 1,9% 2014 1,4% 2015 -1,9% Fonte: @BancodoBrasil e @valor_economico (para 2015);1
@BancodoBrasil Bom dia, mandei uma msg por inbox. Tenho uma duvida, Obrigado;1
@BancodoBrasil sigo sem poder trocar minha senha;0
@BancodoBrasil Muito obrigada irei seguir os passo a passo desse processo.;1
@BancodoBrasil, essa conta que pode ser aberta pelo smartphone é aquela conta digital, que não paga taxa de manutenção?;1
@pimentelminas @seplag_mg @PTmentindoNaTV agora avisaram que quem tem portabilidade é hoje! @BancodoBrasil o banco do petista Pizzolato!;0
@BancodoBrasil é outro país, que pra usar o cartão nele tenho que ir na agência liberar mesmo se o uso internacional já estiver liberado;1
@BancodoBrasil pra o @santander_br Paraguai é outro país se líbero uso internacional lá funciona diferente vocês que não sabe que o paraguai;1
@BancodoBrasil agora já foi não quis ficar em pé no caixa desde ontem esperando vocês. Usei o @santander_br que não tem essas frescuras;0
Alô @BancodoBrasil , bora ver o q tá acontecendo com o aplicativo de vcs pra Android, não está conectando nem por decreto.;0
@BancodoBrasil Maravilha porque para abrir a minha precisei ir umas quatro vezes 😡😡😡;0
@BancodoBrasil que saga é vir numa agência... Cheguei, sem filas e sentado na cadeira há 10min NINGUÉM nem sinalizou disposição em atender.;0
@BancodoBrasil Pare de gastar nosso dinheiro com propagandas inúteis @micheltemer #PrivatizaSasEmpresasTodas;0
@BancodoBrasil estou até hj esperando o gerente da minha conta ligar. Será que sabe da minha existência? já deixei 2 recados e nada.;0
@BancodoBrasil Meu cartão de débito quebrou, ajuda nois!;1
@BancodoBrasil, por favor digitaliza o meu cartão de assinatura? Pois assim posso mudar minha senha em qualquer agência;1
I'm at @BancodoBrasil in São Paulo, SP https://t.co/L0uNqa1yCz;1
@Caixa e @BancodoBrasil , não tem funcionário interessado, horrível o atendimento. Piores banco para sociedade dá c… https://t.co/HtXmj0ldTa;0
@BancodoBrasil ok, já respondi e estou aguardando retorno;1
Esse @BancodoBrasil é um banco arrombado demais, pqp;0
@SailorBurger @nelsannn @BancodoBrasil ahhh isso é uma árvore de natal então, que coisa não sabia https://t.co/SxxOfVrW35;1
@BancodoBrasil bom dia.Deu certo,fui em uma agência dos correios e fiz o deposito na minha conta no Banco do Brasil. obrigado pela atenção;1
@BancodoBrasil obrigado!;1
@BancodoBrasil Obrigado;1
@BancodoBrasil  me pergunto por que o banco ia enviar email pedindo informações que já possuí;1
@BancodoBrasil desculpe, mas nenhuma outra agência do BB aceita o pagamento de taxas do Poupatempo. Várias pessoas perderam suas viagens.;0
@BancodoBrasil isso foi a 1 ano atrás....tentei todos os caminhos e não consegui ajuda...já fechei a minha conta ... obrigado;0
@BancodoBrasil A maior notícia do Natal: Jesus Cristo nasceu!;1
@nelsannn @BancodoBrasil de perto parece nada;0
@BancodoBrasil Bom dia, banco mais lindo do mundo!! Me ajuda a recuperar minha senha de letrinhas? Eu esqueci kkkk :(;1
Bom dia, bom dia, bom dia! Sextaaaaa hahahaha (@ BB CENOP Operações - @bancodobrasil in Curitiba, PR) https://t.co/AqwetvIo5y;1
I'm at @BancodoBrasil in Brasília, DF https://t.co/HZlhoYGY6F;1
@BancodoBrasil Ok.Obrigada pela orientação.;1
@BancodoBrasil que árvore bunita!!!!!! #sqn E o edifício-sede antigo que foi vendido era bem mais charmoso. Bastava uma revitalização;1
cartão de credito bloqueado, acabou minha vida d festa!! :( @BancodoBrasil;1
@BancodoBrasil preciso de uma luz.;1
@BancodoBrasil e que confiança o 4004-0001 me passa, obrigado de nada.;0
@BancodoBrasil uhuuul,viva a árvore;1
@BancodoBrasil vai toma no cú, para com essa propaganda;0
@giss_oliveira alô @BancodoBrasil olha só oq aconteceu com essa cliente: optaram pelas metas ao invés da transparência.;0
@BancodoBrasil obrigado, fiz a operação indicada no caixa eletrônico. Demora muito pra avaliar a situação?;1
@BancodoBrasil obrigadooo !!!😄😄😙😚;1
@BancodoBrasil O MAIS SEGURO;1
@formalogomarcos @itau vem pro @BancodoBrasil;1
@BancodoBrasil me ajuda;1
@BancodoBrasil Tudo que os 171 precisavam.;1
Sensacional pedir 70 reais, o caixa só dar 60 e descontar os 70 da minha conta. Ta de parabéns @BancodoBrasil !;0
Eu só quero sacar meu mísero pagamento @BancodoBrasil https://t.co/BwpDIMqvq1;1
Para ajudar o @BancodoBrasil bloqueou minha conta;0
@BancodoBrasil uma vez precisei abrir uma conta neste banco....1 mês é nada dá conta aberta....BB nunca mais....;0
@BancodoBrasil Boa noite meu cartão Saraiva chegou mais não veio informando o limite disponível eu queria saber antes de desbloqueá-lo?;1
@BancodoBrasil esse comercial me fez chorar;1
@BancodoBrasil Muito obrigado 😊;1
@BancodoBrasil no débito, pegando desse limite aí, vai? Logicamente depósito depois pra não ficar com mt tempo de cheque especial.;1
@BancodoBrasil pergunta de emergência. Tenho conta universitária, e tenho um limite de 100 reais fora o saldo. To zerada, mas se eu passar +;1
estou tentando pagar a minha fatura pelo aplicativo mas sempre dá erro na hora de finalizar, me ajudem por favor @BancodoBrasil;0
@BancodoBrasil qual o horario de funcionamento amanhã?;1
@BancodoBrasil e um app para acessar o saldo da Brasilprev p/ não correntistas? (Sim, eu sei q dá pra acessar pelo site...);1
@falecomxavier @BancodoBrasil a opção saque aparece 'apagada' não dá apara aperta-la, no extrato aparece normal o dinheiro...;1
@BancodoBrasil ok. Eu enviei esses dados pelo facebook. A página de vcs. Assim quando enviei essa mensagem;1
Agradeço imensamente ao @BancodoBrasil Por apenas ignorar minha dúvida. Valeu, Feliz Natal e Paz!;0
@BancodoBrasil o problema é que ganho pouco trabalhando com meu pai, mas Tamo ai na atividade, feliz Natal!;1
Oi bb as agências vão funcionar amanhã ? @BancodoBrasil;1
@BancodoBrasil ok, já respondi lá;1
@BancodoBrasil abri a minha e amei a facilidade e o atendimento da minha agencia.;1
A árvore de luz do @BancodoBrasil parece eu inventando de fazer a dieta da luz quando tô sem grana pra comprar comi… https://t.co/KGsRQ28t8p;1
@BancodoBrasil conversa pra vou dormir;1
Os @santander_br e @BancodoBrasil foram os únicos que interagiram com meu tweet. Ponto para ambos. Ponto extra para o BB pela resp. persona.;1
@BancodoBrasil enviei DM para vocês pois ainda não recebi meu cartão e existem informações divergentes quanto ao mesmo. Aguardo resposta.🤔🤔🤔;1
@BancodoBrasil eu desisti passei 1:20 e não consegui ser atendido;0
@BancodoBrasil obrigado pela dica!! :);1
@BancodoBrasil quem está pagando essa publicidade????;1
@BancodoBrasil só consigo conferir saldo/extrato, quando na verdade preciso transferir, todo mês! dá pra fazer isso por telefone?;1
@BancodoBrasil olá,  vcs nn tem mais o atendimento telefónico para ver lancamentos na c/c ? Acho que era antiga opção 9....;1
@BancodoBrasil Tive uma conta agendada não paga. Como faço para abrir uma reclamação quanto ao internet banking ?;1
@BancodoBrasil como faço para abrir uma reclamação quanto ao internet banking ?;1
@BancodoBrasil será confiável? Alguém já abriu sua conta pelo App?;1
@BancodoBrasil Feliz Natal.;1
@BancodoBrasil Obrigado;1
@BancodoBrasil Obrigado. Fico Aguardando o novo cartão.;1
@BancodoBrasil Recebi uma cobrança indevida de 54 reais por 'adiantamento depositante', qual o telefone que ligo pra reclamar e reaver?;1
Quando o @BancodoBrasil pega todo o seu dinheiro sem sua permissão, coloca num fundo de investimento e entra no cheque especial, faz oq?;1
@BancodoBrasil Pizzolato que o diga o quanto estavam de olho nos últimos 13 anos!!!;0
@BancodoBrasil graças a Deus eu não sou cliente de vcs... A proposta de financiamento imobiliário foi feita junto q Contrutora TENDA;0
@BancodoBrasil meu talão de cheques foi suspenso sem mais nem menos. Aparece 'emissão suspensa'. Poderiam verificar pra mim?;0
@BancodoBrasil Henrique Meireles, Léo Pinheiro da OAS, Ademir Bendine, cumplices de estelionato aos fundos de pensão https://t.co/2jaKrU7DZy;0
@BancodoBrasil Recuse ajuda de estranhos no caixa eletrônico e cuide da sua segurança. https://t.co/WXQmxvoJtv …;0
@BancodoBrasil fiz uma recarga de celular no app do banco, debitou na minha conta, mas até agora o crédito não caiu;0
@BancodoBrasil me ajudem;1
Liguei no atendimento do @BancodoBrasil  e me informaram que para o Paraguai tem que ser na agência, não é exterior? O Paraguai é Marte?;0
@leandro__paixao @BancodoBrasil no caixa eletrônico pode?;1
O @BancodoBrasil mudou a geografia do mundo. Habilitei o cartão para uso no exterior pelo app e não funcionou;0
@falecomxavier @BancodoBrasil 12 a 15 dias... Mais não poder sacar na boca do caixa foi muito constrangedor;0
@leandro__paixao @BancodoBrasil chegou o cartão pelo correio depois de quanto tempo?please;1
@BancodoBrasil as tarifas e juros do BB são baixíssimas, um exemplo. Pode atrasar o pagamento da fatura do cartão q os juros são minúsculos.;0
@BancodoBrasil e como.funciona o cartão?;1
@BancodoBrasil depois de muita luta consegui usar o internet Bank e fiz um DOC/TED resumindo: de FÁCIL NAO TEM NADA. desaprovado não indico;0
@BancodoBrasil chegou o cartão, porém a opção saque está bloqueada, o atendente disse que não sabia muito sobre essas contas novaa;1
@BancodoBrasil só enrolação, abri a conta, depósito quando fui sacar não podia no caixa sem cartão, o atendente não sabia como cadastrar ass;0
@BancodoBrasil Ajude-nos a acessar o Banco ou nos dê informações.;1
@BancodoBrasil  sim foi resolvido, obrigado. 🤝 fica o Feedback.;1
@BancodoBrasil qual o problema com o site do banco? Não consigo acessar pelo meu notebook. AJUDE-ME;0
Maldita hora que saí do Banco Rendimento e voltei pro @BancodoBrasil;0
Hey @BancodoBrasil :) Tem como mudar minha conta comum pra uma conta digital legalzona?;1
@BancodoBrasil eu preciso de uma conta salário, consigo fazer isso online?;1
@BancodoBrasil ligaram pra confirmar dados e o atendimento continuaria por aqui e até agora nadaaa;1
@BancodoBrasil Boa tarde equipe BB!Eu gostaria de saber se a conta Fácil tem limite de depósito mensal.Desde já, agradeço.😉;1
Pagar as pulseiras (at @BancodoBrasil in Itaguaí, RJ w/ @marihrubim) https://t.co/6SLmx41mA1;1
@BancodoBrasil quanto a mim, sem problemas. O desrespeito ocorreu com a norma culta da língua portuguesa.;0
Meu cartão de débito não passou na hora de pagar a academia só pra me humilhar pq eu tinha dinheiro @BancodoBrasil;0
@santander_br das agencias do @BancodoBrasil será que vcs podem não ser golpistas?;0
@BancodoBrasil não consigo acessar minha conta na internet pede para atualizar o modo de segurança e reiniciar o pc já fiz isso mas continua;0
Se eu não tivesse perdido tanto tempo esperando teria tempo de resolver tudo @BancodoBrasil;0
Falta de respeito na agência 1117-7 ! não tem R$ ! Vergonha ! @BancodoBrasil @jornaltocantins @proconspoficial @BancoCentralBR @GloboNews;0
E agora estou sem dinheiro pra voltar pra casa e correndo pra tentar pegar minha agencia aberta antes das 16:00 @BancodoBrasil parabéns;0
Pra saber queúnico que poderia desbloquear minha senha era o gerente que não estava. E ainda mandaram eu ir na minha agencia @BancodoBrasil;0
Mal acabei de virar cliente do @BancodoBrasil e já estou odiando . Além do descaso dos funcionários e de ter ficado exatos 50 minutos esper;0
@ChrGurtner @santander_br @BancodoBrasil @Bradesco faltou @itau;1
I'm at @BancodoBrasil in Brasília, DF https://t.co/rEsjZr6a4w;1
Queria saber como que eu faço pra solicitar aumento do meu limite do @BancodoBrasil 🌚;1
Se tem uma agência lixo em atendimento é essa da QSA 2 do @BancodoBrasil! Vários atendentes ociosos e não chamam o próximo! #BancoDoBrasil 😠;0
@ChrGurtner @santander_br @BancodoBrasil @Bradesco claro que depende de sua necessidade mas o @nubankbrasil tem sido excelente pra mim.;1
@BancodoBrasil acabei de enviar a mensagem com o ocorrido;1
@guiacme @BancodoBrasil tá linda mesmo;1
Respondi @BancodoBrasil obrigado https://t.co/89r7spGKln;1
oi @BancodoBrasil arruma o aplicativo de vocês pq ele fica compartilhando o comprovante de pagamento errado. bjs.;0
@BancodoBrasil os correios do endereço que passei;1
@BancodoBrasil pode verificar pra mim, e a partir de quanto aceita, para o deposito. Por favor.;1
@BancodoBrasil hoje chegou um papel dizendo q vai encerrar minha conta por falta de movimentação. E tenho fazer um depósito.;1
@BancodoBrasil Av. dom Almeida Lustosa 2591 - parque Guadalajara ( jurema) Caucaia-ceara.  Aceita deposito para o Banco do Brasil;1
@BancodoBrasil quanto dias leva para abrir uma conta aí ?;1
@BancodoBrasil Tenho uma Conta Eletrônica e vi que desde 09/16 não são possíveis novas adesões. Pretendem descontinuar o pacote?;1
@ChrGurtner @BancodoBrasil é o melhor banco q eu já tive conta;1
@BancodoBrasil um dos edifícios mais tops de bsb pela visão de lá e por tudo <3 VMK BB EU TE AMO;1
Na propaganda de tv todos são ótimos. Mas na vida real, qual d vcs, @santander_br, @BancodoBrasil , @Bradesco etc.. oferece um bom serviço?;1
que merda, ninguém desse banco resolve nada e eu não consigo falar com ninguém @BancodoBrasil;0
Desde junho passei a receber os ganhos do adsense via Banco Rendimento. Voltei pro @BancodoBrasil, e agora não consigo receber.;0
@BancodoBrasil pq conta poupança não tem internet banking? eu nunca consigo fazer nada ): tenho que ir na agência SEMPRE. estamos em 2016!!!;1
@BancodoBrasil ajuda aí... 5 gerentes na mesas... Só um fazendo atendimento... Tá preocupante aqui.;0
@BancodoBrasil Bom tarde estou pedindo um Cartão de Crédito Platinun,  e Limites no cheque especial. E mais o Talão.. Já faz Dois meses..;0
@BancodoBrasil já passou da hora de melhorar isso ai né... É um saco ter que ir na agência por causa de um dia de atraso...;0
@Goncalve_Camila @thaay_318_ @CaioLucs @DubalMaria @BancodoBrasil eu faleiiii Po;1
@BancodoBrasil qual a necessidade de 8 mesas pra atendimento à PJ em q só UMA atende e demora horrores?;0
Alô @BancodoBrasil acompanhe o tempo de espera na ag 1611-x e perceberá como já é difícil o atendimento,imagina fec… https://t.co/MD0rpi06Me;0
@BancodoBrasil mores como eu recupero minha senha do aplicativo,eu esqueci..;1
Pedi um cartão novo no banco do @BancodoBrasil que não fosse Elo. Aí mandaram um só de crédito. Pedi outro. Mandaram um Elo. 🙄;1
@BancodoBrasil Uberaba - MG, inclusive os caixas eletrônicos tem fila grande;0
@BancodoBrasil foi errado o @ dele;0
@BancodoBrasil vi vários casos de reclamação no Reclame Aqui pq é ilegal a cobrança e as pessoas conseguiram reaver seu dinheiro roubado.;0
@BancodoBrasil para onde eu ligo para reclamar da cobrança absurda de 55 reais (além dos juros e taxas) por adiantamento de depositante????;0
@clarissa_costaa @BancodoBrasil me deixa ficar na produção gente;1
1h esperando numa agência que  deveria ter um atendimento Estilo... Só se for estilo de merda, @BancodoBrasil;0
O nubank ainda pode acabar, eai @BancodoBrasil vai aumentar meu limite sem ir na agência?;1
I'm at @BancodoBrasil in Goiânia, GO https://t.co/sD1sGjt92w;1
@BancodoBrasil será que pode me responder no Facebook?;1
Que feio, @bancodobrasil! https://t.co/UeG7g9kZVQ;0
@BancodoBrasil Olá, preciso de uma ajuda.;1
@BancodoBrasil vou mandar;1
EI @BancodoBrasil ajeita esse bbcobrança ai eu tenho que trabalhar;0
@BancodoBrasil recebi um cartão crediário, como faço para saber meu limite ?;1
I'm at @BancodoBrasil in Brasília, DF https://t.co/dSecEjkmJp;1
@BancodoBrasil Bom dia vocês dão oportunidade para jovens aprendiz?;1
@BancodoBrasil Oi, bom dia! Você fala sobre a nossa última conversa? Já estou resolvendo tudo pelo banco mesmo. Muito obrigada!;1
I'm at @BancodoBrasil in Itaguaí, RJ https://t.co/ZWp24OMCQ6;1
@BancodoBrasil resolvi ontem, erro foi do @Bradesco q n rejeitou lançamento na conta encerrada e demorou 7 dias pra tratar uma sobra de cx;1
I'm at @BancodoBrasil in Goiânia, GO https://t.co/fyV80SDBbn;1
